Recepcion;Orden de compra;Folio;Tipo DTE SII Acepta;Fecha Emisión;Fecha de Vencimiento;Periodo;Url;Estado del Documento en Compras;Monto Neto;Monto IVA;Monto Total
RA-6447;OC-MONTT4423;420554;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/1DCF407B2B285A466A1D35A22EE4C4061EA305B2;1;1080000;205200;1285200
RA-6794;OC-MONTT4439;132094;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/AACDA9707F21041B777F3F9B373AC99AF877C333;1;274006;52061;326067
RA-5292;OC-MONTT3851;93151;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/8EA2F7F41FBCA9CA6D3BB0718CC194A51080A079;1;220000;41800;261800
RA-5295;OC-MONTT3854;93152;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/1117A3C496F71C2A5EF2D8EE4874AF96A419948A;1;85000;16150;101150
RA-5290;OC-MONTT3849;93153;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/42DEFE164FDBBEAC81D220348EEE9C7D0FF933A3;1;715000;135850;850850
RA-5479;OC-MONTT3817;93154;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/228D87ECED99D4E9FFD086503098BD0825BD6DA5;1;1288000;244720;1532720
RA-5480;OC-MONTT3883;93155;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/D8E6546EB2CFB6160C2256421928DE3A760DCDA4;1;308000;58520;266520
RA-6264;OC-MONTT4345;93478;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/5B5376B9261E270CBEBD40A5BA0CFE27F8DDEC6D;1;1333000;253270;1586270
RA-6267;OC-MONTT4348;93480;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/3D4759D86D6A0B4E01C2EC495477EE36283CC43D;1;85000;16150;101150
RA-5381;OC-MONTT3831;425440;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/D9CA33EAEED44BDD80E11DEE51F8DEC23A91B4C9;1;99800;18962;118762
RA-4445;OC-MONTT3342;425618;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/EBD602D8C1FAB28DB62E6395D485735DD58DD08F;1;395136;75076;470212
RA-4868;OC-MONTT3611;426007;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/AFD86BE70913A26CDCFB7BC6D0A44F837C31C85C;1;43792;8320;52112
RA-4861;OC-MONTT3603;426008;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/CE76E782A5D766EFD156BA8CA7D71317E9E8C597;1;325920;61925;387845
RA-4860;OC-MONTT3602;426010;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/4A6AA3B14C78181EA8009279D171A8FE851F1DF5;1;282128;53604;335732
RA-5795;OC-MONTT4095;426081;1;22/06/2026;22/07/2026;143;https://windte2606.acepta.com/v01/2C1BD20AFEF7DE40744CF17505180AFDB3321B8C;1;582350;110647;692997
RA-6334;OC-MONTT4314;426982;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/1FF01CB79E50071C716853A3168E5F0271608795;1;451000;85690;536690
RA-6678;OC-MONTT4440;427141;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/0BD72500D4635DBDAF4517B636C8E68A34A65F88;1;328000;62320;390320
RA-5879;OC-MONTT4083;771494;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/983AB689524F1D442FBDEFDD919C747CA4EC4498;1;14687;2791;17478
RA-6169;OC-MONTT4134;772049;1;22/06/2026;22/07/2026;143;https://windte2606.acepta.com/v01/AD9FE7183005D8FF6184116F36BA92448C7C7BE2;1;870487;165393;1035880
RA-6491;OC-MONTT4408;774828;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/72C063ACCBA4FC2DFAB69FF7043189A49C3E996D;1;336570;63948;400518
RA-4577;OC-MONTT3133;79676;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/67B426D9A18D68F584B9571CD56A3FCDEBFCF349;1;760000;144400;904400
RA-6816;OC-MONTT4294;79756;1;25/06/2026;25/07/2026;143;https://windte2606.acepta.com/v01/677E515C5CD6FAAD8BB2F749F6010856201B66BB;1;872988;165868;1038856
RA-4855;OC-MONTT3594;1121856;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/6FC7895F4383A50229961ECDE0AF90A2ED6CA900;1;115000;21850;136850
RA-4791;OC-MONTT3591;1121864;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/6C0253D6B1DF6A8C6F9356D190C6D0B99F104225;1;1160000;220400;1380400
RA-5063;OC-MONTT3707;1122099;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/0143F6AF0EEDC91A994C7EFF3A9A6FC41D14A47C;1;1037199;197068;1234267
RA-5305;OC-MONTT3865;1122318;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/AEF76C82D554DCEDFE5A50E3119D805B43E82A42;1;826717;157076;983793
RA-5308;OC-MONTT3877;1122322;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/F6D0DBF3139B4DB291AB884C230E91E2127CC540;1;106636;20261;126897
RA-5312;OC-MONTT3891;1122329;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/BAF91740208213D487AC1F85EAB880D0F4F3827D;1;462090;87797;549887
RA-5313;OC-MONTT3892;1122336;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/24D20B63849080DE426CE53640C25198FBFABEC8;1;482729;91719;574448
RA-5320;OC-MONTT3895;1122344;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/FB92653A23E1EDBFFA15CE37385925854CE7C05A;1;524007;99561;623568
RA-4877;OC-MONTT3619;1122480;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/385E63BAB5FE97743F124089BA0AF56CF99D806D;1;136500;25935;162435
RA-4863;OC-MONTT3605;1122756;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/036874B4FDD4DD4D4CC4AF54EA6DDCD6B91C0B96;1;395267;75101;470368
RA-5294;OC-MONTT3853;1122836;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/3B194271CF3F124058FB083A20C0BB82A995438F;1;115000;21850;136850
RA-5293;OC-MONTT3852;1122841;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/67679015C2F873421E7334A1C4312E1E09F016D2;1;880000;167200;1047200
RA-4259;OC-MONTT3102;1122844;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/41C299E261AE93865C5D8C3067D12D596F9071FF;1;2872200;545718;3417918
RA-5289;OC-MONTT3848;1122846;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/1D63A3212C732944BC18FDFBCA158728A04A4AB4;1;185000;35150;220150
RA-5287;OC-MONTT3846;1122847;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/C2C39EE5685C335D70E59D66369553A2946462C9;1;1160000;220400;1380400
RA-4246;OC-MONTT3072;1123191;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/1EFC4BCBF07D418DB1BB5FDFFD70CE8444F0CBD7;1;1500000;285000;1785000
RA-5504;OC-MONTT3992;1123198;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/4473F1B4DE3D6A339D3645C04C728B3A7BAF8FC4;1;480574;91309;571883
RA-4641;OC-MONTT3439;1123202;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/997337636B47FFD6844895AF57E22888826EDB77;1;1500000;285000;1785000
RA-5286;OC-MONTT3845;1123340;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/4F0BDCC687BC267C4271F5755CE2DC4612BF972C;1;2345000;445550;2790550
RA-5291;OC-MONTT3850;1123397;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/872F38800B804451DD90FC01A08642BB5020CA43;1;975000;185250;1160250
RA-5285;OC-MONTT3844;1123856;1;22/06/2026;22/07/2026;143;https://windte2606.acepta.com/v01/E2127D4BA018F0AE66F9913E17CC239491BC1CA7;1;800000;152000;952000
RA-4253;OC-MONTT2896;1125779;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/D622AE1F016FE942E167659558FBD5D6D691AA4E;1;1008000;191520;1199520
RA-4403;OC-MONTT3192;1125784;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/6A24EBB5B49317CC4988F632020273D7378069CA;1;1008000;191520;1199520
RA-6159;OC-MONTT4295;1126252;1;29/06/2026;29/07/2026;143;https://windte2606.acepta.com/v01/786B9561BBD36C08511211FE16635B11E5241DCB;1;407832;77488;485320
RA-6315;OC-MONTT4361;1126312;1;29/06/2026;29/07/2026;143;https://windte2606.acepta.com/v01/C4B6EBB01C8F0991B6A9B7AD0DAE81B9DD4D72AF;1;399485;75902;475387
RA-6602;OC-MONTT4484;1126627;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/E15E1CD2A62A9FD237708C80EAA6DFA9D3DDCDA6;1;241400;45866;287266
RA-6593;OC-MONTT4444;1126686;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/29B18350250DBF25E04FDBB2BBDEFAF0A11E56DB;1;27644;5252;32896
RA-5749;OC-MONTT4010;1126688;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/5866177CA9A878FAFAA87AD6643D75D7E85CA1B0;1;51277;9743;61020
RA-5749;OC-MONTT4010;1126708;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/8BECE7E9EA594A101BE9EB6A94871C0AC5B0E0F2;1;37160;7250;45410
RA-6715;OC-MONTT4180;1126721;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/0F3B7C91A1E1480CB8B1AFBC94C8126480E8560C;1;190799;36252;227051
RA-6313;OC-MONTT4362;1126722;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/E5F818C9CFFC9107741D86102D5E8ADA06003833;1;399485;75902;475387
RA-6716;OC-MONTT4176;1126733;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/2CA7DDA094E950A32B0FB4090AFFE580EDF069C4;1;190799;36252;227051
RA-6795;OC-MONTT4431;31995;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/5BB9BEBF8F351A57ECE12F41E2CD4241AD6E941D;1;135000;25650;160650
RA-5303;OC-MONTT3863;11556;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/5023AEF03E664E34BBE8157FBBCB90924F6C1421;1;1793075;340684;2133759
RA-5751;OC-MONTT4016;11610;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/1BD80DA1852EB9D46419C4257616B02414E24201;1;270500;51395;321895
RA-6270;OC-MONTT4350;10301;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/65AE84582C54264F0801C7C9D2055C8CAF70EA68;1;5277300;1002687;6279987
RA-6281;OC-MONTT4354;10307;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/65AE84582C54264F0801C7C9D2055C8CAF70EA68;1;5277300;1002687;6279987
RA-6698;OC-MONTT4446;6823;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/5A41ACAB0ACDB4B10C771A705B8751E891E45299;1;330000;62700;392700
RA-6893;OC-MONTT4403;22486;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/3006CF8ADBEE4923337C89B24128F4458BF8838B?;1;133266;25321;158587
RA-5779;OC-MONTT3188;4556228;1;2/06/2026;2/07/2026;143;https://windte2606.acepta.com/v01/42795A64DE004E45AA816FF056529D7B362E3112;1;280944;53379;334323
RA-5778;OC-MONTT3188;4556230;1;2/06/2026;2/07/2026;143;https://windte2606.acepta.com/v01/401A2761717B9054988729411D559BD05ADE041B;1;54180;10294;64474
RA-5777;OC-MONTT3188;4556233;1;2/06/2026;2/07/2026;143;https://windte2606.acepta.com/v01/24523A4B158BDCE51404FD0B484A37537C97A03D;1;121973;23175;145148
RA-6588;OC-MONTT4448;10980;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/645D332E66F250E91E26F6C7296300997DD217B1;1;302100;57399;359499
RA-6474;OC-MONTT4261;670125;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/478697F38432384C514559AF597EA6CB19DEED62;1;65790;12500;78290
RA-6911;OC-MONTT4432;670268;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/87806AF4D702A68851CE21304D810A79C05436EB;1;257664;48956;306620
RA-6791;OC-MONTT4432;671417;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/294E5C0DB3E0851BF0E99F17D6E8CAFA94F06B8F;1;38465;7308;45773
RA-6685;OC-MONTT4429;12273708;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/714F01D9444E565E5EC5132BF66A4A19555A0B7E;1;308436;58603;367039
RA-6003;OC-MONTT4078;23642;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/277EB0446F0623736678F843B73991D7B9B8534B;1;3020000;573800;3593800
RA-6004;OC-MONTT4078;23643;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/4052E6E1B4955B988A0C89EAED7B513BD9B94E12;1;374000;71060;445060
RA-5424;OC-MONTT3903;77809;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/5A311713D7106FFD61FFF60E1CF36DDE00C55124;1;181600;34504;216104
RA-5425;OC-MONTT3822;77810;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/BA73C3BE952CB2A983C0C43CE287DA76DDD9F9B8;1;180000;34200;214200
RA-5426;OC-MONTT3822;77811;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/BFBCB36698AB89EB6F47187F3E1E9F54D8EFFB28;1;99000;18810;117810
RA-6599;OC-MONTT4486;78235;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/9301113D8DC203C9697A565B275CF1CE45221601;1;131000;24890;155890
RA-6603;OC-MONTT4430;78239;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/0A8256DC4BD06DBB677941A139FA0DCEF0762082;1;133600;25384;158984
RA-6598;OC-MONTT4449;78240;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/2451E97CFE3ABD5344C00C108BCAC6819A8C32C9;1;430010;81702;511712
RA-5299;OC-MONTT3860;9607;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/367E256CE6A270023BEFF13B351251A132A19A81;1;817000;155230;972230
RA-6645;OC-MONTT4532;693169;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/308C3CCDDBAF53744BC4E611B723C71D04E26AB6;1;77500;14725;92225
RA-6661;OC-MONTT4450;693170;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/44A132D8D91ED318FEFAD7A2CD03025756546778;1;154900;29431;184331
RA-6142;OC-MONTT3961;1113134;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/A626D54F4C22C16DC1DEB7F55A8B8890B12B7A93;1;1171370;222560;1393930
RA-6515;OC-MONTT3183;1120644;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/47DC1A6533FAF4113C325D124EE364907815AE3F;1;817105;155250;972355
RA-6140;OC-MONTT3658;1128431;1;22/06/2026;22/07/2026;143;https://windte2606.acepta.com/v01/634055637F291F5995464E53B5CA0041E8561EE5;1;675795;128401;804196
RA-6632;OC-MONTT4406;1130440;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/45C786BE593E1428DBBE0BE6FF083E8EF7BE772D;1;878690;166951;1045641
RA-6336;OC-MONTT4267;71953;1;25/06/2026;25/07/2026;143;https://windte2606.acepta.com/v01/EAAB7C3B97765740CE2901D2D5E5BB814C22ED13;1;33016;6273;39289
RA-6690;OC-MONTT4426;72011;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/26B81BDD278733C11EE8DCEC5D7ECA5C4F3A3305;1;36750;6983;43733
RA-5435;OC-MONTT3939;100018;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/D79E92C6E635D333BD554E4F1724FA9B213B6ADE;1;138350;26287;164637
RA-5434;OC-MONTT3938;100019;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/14B3A95520449D11088DD38EAB9D60182DC02467;1;108200;20558;128758
RA-6565;OC-MONTT4472;100629;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/DCDBFF4F7566F927E021D4820B3988165D1F64C0;1;97310;18489;115799
RA-6679;OC-MONTT4080;1445604;1;19/06/2026;19/07/2026;143;https://windte2606.acepta.com/v01/3480AF5040661881F28702D4B5DBC6C76FA1BDD5;1;152000;28880;180880
RA-6697;OC-MONTT4451;1446684;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/4EE3E7D1B654385C48B4491F933EA71007E2F202;1;23200;4408;27608
RA-6696;OC-MONTT4451;1446685;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/86C1502897800459C27A1DA2374FBB5BD907EFFA;1;138000;26220;164220
RA-4656;OC-MONTT3482;71758;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/20F543FBE7E3FD7D4538CCC26876D0416AA3D4F8;1;120000;22800;142800
RA-4780;OC-MONTT3598;71759;1;17/06/2026;17/07/2026;143;https://windte2606.acepta.com/v01/F2F72056DE22AF51639337CC62F16C3810746F93;1;120000;22800;142800
RA-5989;OC-MONTT4191;72208;1;25/06/2026;25/07/2026;143;https://windte2606.acepta.com/v01/86A344540197AF3344F809E0BCF3B7EEB7C141ED;1;120000;22800;142800
RA-4552;OC-MONTT3407;37503;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/877CD4D01A1A79ED34C751E19E4B2BF0E4174AD2;1;1650000;313500;196350
RA-5296;OC-MONTT3855;37506;1;18/06/2026;18/07/2026;143;https://windte2606.acepta.com/v01/9C76BF80390385805D44A7D23C25657CBF502F70;1;1901000;361190;2262190
RA-5978;OC-MONTT4164;37818;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/54AE237FE5572A3655ADD01FB4A7F310D3CE23E1;1;6727000;1278130;8005130
RA-6166;OC-MONTT4337;37820;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/EFA8C02C5698ACE28F024DD39CE3845E7DF1043D;1;2141000;406790;2547790
RA-5300;OC-MONTT3861;8252;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/B1A7B9B2695993113E5D7F0FB19806C408B83284;1;4376200;831478;5207678
RA-5309;OC-MONTT3879;8253;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/7F6A330621B27FFA372F0EF868B375941634CE3D;1;5947000;1129930;7076930
RA-5860;OC-MONTT4185;8287;1;22/06/2026;22/07/2026;143;https://windte2606.acepta.com/v01/F4FC1929797D50883CCED1E7B097C145F92F915F;1;450000;85500;535500
RA-6274;OC-MONTT4353;8361;1;26/06/2026;26/07/2026;143;https://windte2606.acepta.com/v01/4E9B00B5907353C23D6349AD6554803ED3E24BA4;1;7195000;1367050;8562050
RA-5629;OC-MONTT3943;265330;1;16/06/2026;16/07/2026;143;https://windte2606.acepta.com/v01/041186AC3DE878BAFCC166B9A9C15ED5B2F799A0;1;829500;157605;987105
RA-6694;OC-MONTT4454;266097;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/5303E49AAC1F5EC0A50A178700E0D37C21001B92;1;1962000;372780;2334780
RA-5121;OC-MONTT3709;11457;1;15/06/2026;15/07/2026;143;https://windte2606.acepta.com/v01/A2C385ED8EDF7E3E97E384E49E5373F682331FFE;1;480000;91200;571200
RA-6333;OC-MONTT4304;89876;1;24/06/2026;24/07/2026;143;https://windte2606.acepta.com/v01/4356215EF7F50540DA80DEE16C2CFBC277607829;1;97500;18525;116025
RA-6663;OC-MONTT4455;90064;1;30/06/2026;30/07/2026;143;https://windte2606.acepta.com/v01/1FFDDFE533BA71AC13966A22D52955A095A055B1;1;547416;104009;651425
